@relation train

@attribute x numeric
@attribute y numeric
@attribute color {W,B}

@data
0.200994,0.647431,W
0.350811,0.538701,W
1.281678,0.738903,B
0.816077,0.254876,W
0.669377,0.727046,W
1.994847,0.381627,B
1.442689,0.118358,B
0.929259,0.182892,W
1.731215,0.453165,B
1.404204,0.452539,B
1.344174,0.247749,B
0.214293,0.319572,W
0.363549,0.656593,W
0.396708,0.360695,W
0.093811,0.579926,W
0.844438,0.409125,W
1.973956,0.934162,B
1.293912,0.411493,B
1.173646,0.436812,B
0.399204,0.739779,W
0.944334,0.701824,W
1.836061,0.013206,B
0.243101,0.870605,W
0.511331,0.630272,W
1.974177,0.201052,B
0.192477,0.225356,W
1.507185,0.953194,B
0.705448,0.750561,W
1.783686,0.07446,B
0.591469,0.386929,W
0.073043,0.25457,W
0.619917,0.573795,W
1.889953,0.985567,B
0.648775,0.978982,W
0.049104,0.83256,W
1.441344,0.363511,B
1.918657,0.264866,B
0.553153,0.678333,W
0.871618,0.172985,W
0.447838,0.367099,W
0.943153,0.508419,W
1.749399,0.352375,B
0.841856,0.770018,W
1.080865,0.938644,B
1.53784,0.590773,B
1.051457,0.682293,B
1.278938,0.490149,B
0.869447,0.133563,W
1.631809,0.119016,B
0.854439,0.83791,W
1.677867,0.640413,B
0.314454,0.645913,W
0.478028,0.301223,W
1.739689,0.136149,B
1.565521,0.264266,B
1.492447,0.285705,B
1.54376,0.300582,B
1.337643,0.248737,B
0.593892,0.645955,W
0.128655,0.778222,W
1.799518,0.263737,B
1.136989,0.266917,B
0.933185,0.250376,W
0.359271,0.772342,W
0.780337,0.416401,W
0.724216,0.490498,W
1.463701,0.368004,B
0.106221,0.536573,W
0.748423,0.653675,W
1.047022,0.62755,B
0.729328,0.979569,W
1.238143,0.197155,B
0.804437,0.163073,W
1.015042,0.920606,B
0.3014,0.965562,W
1.327823,0.285573,B
1.271049,0.92228,B
0.873073,0.77737,W
1.796945,0.593333,B
0.38763,0.449897,W
0.198819,0.257867,W
0.693639,0.800033,W
1.948883,0.44175,B
1.375385,0.435015,B
1.197352,0.286607,B
0.138031,0.311743,W
1.97828,0.638575,B
1.893487,0.724646,B
0.472992,0.985563,W
0.812296,0.460635,W
0.68661,0.940156,W
1.054541,0.211971,B
1.721353,0.952183,B
0.281364,0.09824,W
0.504374,0.957346,W
0.402319,0.624719,W
1.939074,0.72849,B
0.335277,0.888637,W
1.507063,0.432364,B
0.811851,0.221947,W
1.375787,0.340875,B
0.92735,0.122096,W
1.757331,0.597582,B
0.805319,0.099415,W
1.014028,0.891511,B
