x,y,color
0.464103,0.094596,W
0.828731,0.056419,W
0.403486,1.857398,B
0.628221,1.977321,B
0.840267,1.515587,B
0.577147,1.267703,B
0.994083,0.376395,W
0.087699,0.438444,W
0.811792,0.227095,W
0.911478,0.753416,W
0.962487,1.534515,B
0.554424,0.492519,W
0.862221,1.686419,B
0.661306,0.613993,W
0.269238,1.571525,B
0.129811,1.502058,B
0.366292,0.313649,W
0.690197,0.909594,W
0.524456,0.410463,W
0.755574,1.645279,B
0.727823,1.544671,B
0.611398,0.772038,W
0.873327,1.371232,B
0.499562,0.469653,W
0.663732,1.904557,B
0.112376,1.420476,B
0.242473,0.997646,W
0.162909,0.055183,W
0.998775,0.302291,W
0.536395,0.862379,W
0.977949,1.408027,B
0.91975,0.113948,W
0.643531,0.250233,W
0.679368,1.92528,B
0.969003,1.582471,B
0.336406,0.895996,W
0.881627,0.364113,W
0.533977,1.33879,B
0.657431,1.898598,B
0.010125,1.435538,B
0.805793,1.617657,B
0.919546,0.079277,W
0.460759,1.535707,B
0.343344,0.811477,W
0.172695,0.596545,W
0.254141,0.173266,W
0.599905,1.669599,B
0.440226,0.090589,W
0.06022,0.679532,W
0.936767,1.029785,B
0.600101,1.946482,B
0.006971,1.742416,B
0.737452,1.3294,B
0.671209,1.548549,B
0.662487,0.981918,W
0.96533,1.089195,B
0.6131,0.747524,W
0.765994,0.01747,W
0.339436,0.081684,W
0.96629,0.232575,W
0.922973,0.46618,W
0.656534,1.466085,B
0.612637,0.070178,W
0.539507,1.11559,B
0.684307,0.905027,W
0.297231,1.731463,B
0.348568,1.813916,B
0.661868,0.009226,W
0.64793,0.870522,W
0.225708,0.973475,W
0.888514,0.603592,W
0.47824,1.371643,B
0.348287,1.646438,B
0.545073,1.769888,B
0.992179,1.91249,B
0.222132,0.195455,W
0.148018,1.023795,B
0.964697,1.979263,B
0.853383,1.600219,B
0.456654,0.586302,W
0.775679,1.923679,B
0.054346,0.418591,W
0.859392,1.742842,B
0.289469,1.756486,B
0.765651,0.020245,W
0.210224,1.538247,B
0.295535,1.367965,B
0.420393,1.545839,B
0.526324,1.268204,B
0.341642,1.347977,B
0.102707,1.370155,B
0.286433,0.838344,W
0.231642,0.154754,W
0.936147,1.330145,B
0.561546,1.17964,B
0.640591,0.156434,W
0.160293,1.998829,B
0.160267,0.14983,W
0.102459,0.278064,W
0.889101,1.175468,B
0.659438,0.825301,W
0.780008,1.871454,B
0.016227,0.631404,W
0.320948,1.646019,B
0.380309,1.352996,B
0.088234,0.168833,W
0.862784,0.342905,W
0.909488,1.007721,B
0.696284,1.490744,B
0.744813,0.836587,W
0.097475,1.640428,B
0.827618,0.877973,W
0.443298,1.280194,B
0.43968,0.103491,W
0.117487,1.087006,B
0.33628,0.992504,W
0.938843,0.914893,W
0.459665,1.5629,B
0.521349,1.526792,B
0.756936,0.954565,W
0.870313,1.54311,B
0.535498,1.21221,B
0.224525,1.830007,B
0.197087,0.414234,W
0.297782,0.926643,W
0.13008,1.399505,B
0.817121,1.42186,B
0.148704,1.073659,B
0.871647,0.213186,W
0.537184,0.64916,W
0.600149,0.724799,W
0.237926,0.361188,W
0.280631,1.491338,B
0.960277,1.984802,B
0.648584,1.337059,B
0.546026,0.929109,W
0.698971,0.161334,W
0.082428,1.475541,B
0.540686,0.28348,W
0.305694,1.312156,B
0.622508,0.532186,W
0.369541,0.329888,W
0.200181,0.097451,W
0.546972,0.654431,W
0.38512,0.424627,W
0.260595,0.814516,W
0.2832,0.663284,W
0.914324,0.621219,W
0.776396,0.717381,W
0.782805,0.526586,W
0.559399,0.517688,W
0.435905,0.338188,W
0.91441,1.445999,B
0.071951,0.820024,W
0.2669,0.234012,W
0.427721,0.988343,W
0.388703,0.611413,W
0.44851,0.467455,W
0.538402,1.448241,B
0.116622,1.313566,B
0.149672,1.300861,B
0.08427,1.387826,B
0.466659,0.433166,W
0.227894,1.745432,B
0.46144,0.225337,W
0.231532,0.71232,W
0.178285,0.265962,W
0.884342,1.223151,B
0.465484,0.877623,W
0.070985,0.393486,W
0.044331,1.444501,B
0.199493,1.604835,B
0.075307,1.366084,B
0.274845,0.476542,W
0.445689,1.79403,B
0.18744,1.075551,B
0.668662,1.776515,B
0.463676,1.537055,B
