@relation train

@attribute x numeric
@attribute y numeric
@attribute color {B,W}

@data
1.649662,0.028575,B
0.655129,0.010969,W
1.168861,0.692132,B
1.734432,0.809563,B
0.862028,0.20853,W
0.721322,0.466615,W
1.168548,0.255983,B
0.55677,0.291118,W
0.490936,0.409724,W
1.005385,0.733436,B
0.911646,0.243586,W
1.670453,0.965163,B
1.166618,0.614051,B
1.176806,0.430341,B
0.283182,0.47542,W
1.355147,0.718202,B
1.49029,0.0628,B
1.635401,0.012867,B
1.477472,0.505264,B
0.558655,0.432464,W
0.564477,0.010618,W
1.032528,0.795834,B
1.529778,0.435963,B
0.268359,0.096465,W
0.640597,0.292342,W
1.769289,0.053834,B
1.605601,0.291467,B
0.996133,0.567654,W
0.009392,0.428034,W
0.756462,0.269135,W
1.245785,0.174095,B
1.217316,0.486065,B
1.539103,0.18961,B
0.762912,0.727243,W
0.436472,0.538773,W
0.782087,0.78827,W
1.243683,0.111507,B
1.633033,0.448562,B
0.701362,0.754606,W
1.73837,0.830447,B
0.818688,0.384917,W
0.393479,0.608569,W
0.204027,0.366622,W
0.410145,0.087829,W
1.060571,0.751711,B
0.128993,0.262546,W
1.597643,0.393499,B
0.372749,0.698986,W
0.339052,0.909551,W
0.229836,0.485982,W
0.337746,0.589382,W
0.98468,0.468196,W
1.089439,0.133054,B
1.148528,0.271763,B
1.559854,0.009751,B
1.929914,0.613666,B
0.981774,0.155018,W
0.945992,0.426103,W
1.175903,0.051684,B
0.508589,0.944351,W
1.219349,0.696872,B
0.732013,0.168845,W
0.263004,0.301776,W
0.363033,0.126896,W
1.090952,0.07771,B
0.12392,0.56139,W
0.523727,0.169293,W
0.386386,0.076804,W
1.644254,0.668219,B
1.728474,0.345192,B
0.536107,0.953317,W
1.832243,0.137079,B
0.019767,0.064466,W
0.857486,0.266366,W
0.349751,0.358526,W
1.980139,0.539974,B
1.863132,0.917335,B
1.428467,0.338303,B
1.115267,0.660403,B
1.261612,0.104462,B
1.493394,0.723057,B
0.162807,0.523876,W
1.457123,0.734839,B
1.168575,0.876149,B
1.694275,0.169808,B
0.41538,0.158585,W
1.689499,0.251129,B
0.233544,0.362992,W
1.41699,0.822234,B
1.525848,0.562636,B
0.286617,0.369727,W
0.981642,0.647093,W
0.936023,0.684688,W
1.448223,0.014399,B
1.587299,0.546129,B
1.529898,0.549282,B
0.178476,0.455261,W
1.986461,0.085512,B
0.650784,0.361128,W
0.809042,0.201858,W
0.00531,0.555076,W
0.146834,0.512753,W
0.780398,0.29203,W
1.105806,0.43707,B
0.860471,0.13263,W
1.745361,0.62226,B
0.932745,0.547167,W
0.554944,0.345718,W
0.918471,0.877999,W
0.501069,0.100589,W
1.488983,0.750241,B
0.251506,0.334865,W
0.825565,0.719854,W
0.30376,0.851957,W
1.239491,0.775233,B
0.461059,0.017667,W
1.23789,0.497716,B
