x,y,color
6.30472826621,1.1174947737,B
4.45188726598,0.90579946415,W
0.0596225622612,5.93843265541,B
1.75632897853,4.04802326689,B
2.89559876798,3.42475611217,B
1.84276463547,1.44462432435,W
3.33391248647,1.24773468669,W
4.74006324829,3.05698283983,B
6.74440959304,1.21292516123,B
1.69117219681,6.4172753368,B
2.52518783269,2.98827418886,W
7.26136706109,3.83224707896,W
1.66625578249,5.69195042532,W
3.55996216745,5.26614366784,W
1.55504459257,4.31290026265,B
4.37420980764,7.97822802136,B
7.73666820267,3.15818447676,W
4.41368079173,1.31114457608,B
6.82146393527,2.17900764863,W
2.59430233415,3.3906257812,B
0.864245488723,3.26553268434,B
6.75712364928,5.14763388305,B
6.61809805682,6.9755401929,W
2.87534234036,3.31500117095,B
5.44299380539,4.17826343043,B
6.79608968542,2.78974997073,W
0.576371408082,3.28254564962,B
6.67130202804,0.13138335479,W
1.31328798745,1.70698104981,W
3.94085854956,1.63444327796,W
3.01872512244,3.54498992582,W
1.79432170146,0.0632681210657,B
4.26899400079,3.28499521566,B
4.48043364186,4.7588522787,W
2.97262063449,5.94336556153,B
1.34406926331,4.11126574187,B
0.609183507356,5.22059612194,B
1.15497204129,2.66202162071,B
4.9810985177,3.78607293814,B
3.80526543988,6.44104561582,B
4.76830836067,6.15484045151,W
3.47714378931,4.68447624159,B
5.56190501326,1.00620879586,W
4.82696589948,4.19809732321,W
1.54393658942,5.90470679169,W
3.89837067677,4.67868740134,B
6.73879116899,0.0472110618151,W
7.60414824204,3.9924580943,W
3.5555305243,4.66972224831,B
5.35101665109,1.34745000984,W
1.41056330674,7.56882956987,W
0.257234465486,0.730649166261,W
5.78337823625,0.383815474124,B
7.72830250476,0.634228866704,B
7.42699244206,4.45678406078,B
7.50489137892,7.89068006192,W
0.178345962032,4.35322140422,W
6.11511971812,2.46122086539,W
2.18356763915,5.64068335933,B
4.36127877388,2.20768008041,W
2.26958174609,2.19273035674,W
6.40440074541,7.66751354497,B
6.40505012463,5.32622748833,B
4.7799938954,6.46065568845,W
7.73372416233,5.78431238724,W
2.50430621976,6.70364844757,W
1.58170202228,2.02841983677,B
6.64776125811,5.73877631045,B
6.49017839182,3.18877989549,B
7.2716206576,1.5390098197,W
2.04044433234,1.7155883891,B
6.46688628043,7.91696580986,B
3.00279500689,0.807567245263,B
4.53055685403,1.87997498818,B
3.05528565131,0.0723170677728,B
4.93053560286,4.70792512779,W
6.92272210385,4.45982094076,W
2.46677882839,6.48153977747,W
5.25434296921,6.67600259295,B
6.2451776219,1.7399289139,B
0.850108536758,5.42072574437,B
7.55447018253,0.53420425527,B
7.18615452667,6.93108054865,B
5.60899570857,1.68363171078,W
6.73925063528,5.81653930759,B
0.967365223196,0.737479311709,W
2.05730283764,2.4098573515,W
0.461961881991,2.3819280203,W
5.01249014001,1.83562584262,W
7.44273679238,6.73800719888,B
0.644773189434,5.30220271036,B
0.968454668813,6.47069370988,W
0.549966960583,3.09392216171,B
1.7293289883,0.019179765411,B
0.897922864187,0.756797740788,W
1.84662718991,3.04973715069,W
0.0272497887264,4.97820807295,W
2.91839781284,1.149373419,B
0.526898478622,1.68310229751,B
4.81978060337,5.11063288761,B
3.07377591374,0.326783351928,B
4.56776687317,0.125090211746,W
3.12880205972,7.82431828468,W
7.2818358037,3.99835246982,W
4.01444202272,2.75725823887,W
7.36508533174,1.71059855798,W
5.69963821138,3.28853997403,W
5.39050347788,7.24197369217,W
6.42526296162,0.626549571162,W
7.24328425181,1.01637438453,W
5.27753818562,6.81696623272,B
3.15656464842,1.90377465207,W
6.481474138,1.78333062052,B
3.03529209185,4.36677991732,B
4.71874139529,6.42182719907,W
5.26203255293,1.03050538206,W
4.67879885004,3.95214087701,B
4.14601134797,6.85724778528,W
4.84105151901,6.87031693969,W
1.55717869749,1.60055888608,W
2.07862101374,1.93710463686,B
4.17153669296,2.42998691641,W
2.22305775076,6.07564702209,W
6.17704963748,3.65481930532,B
6.18500336748,0.83998804569,W
7.76597429916,7.38125242651,W
6.37947816729,4.07157024779,W
4.39187267887,7.56541378853,B
5.34206292805,7.15097827881,W
3.86927724902,7.39478944971,W
1.46640603178,7.49707677166,W
0.563764050914,7.27554781614,B
7.94859766428,2.47910901502,B
4.35794993016,2.19012766915,W
2.58175416361,0.0794095569747,W
0.322436220366,2.48596055372,W
4.60950616963,7.21778607245,B
4.15427365243,6.12912883852,W
5.46548658949,3.18754994352,W
7.38444687374,2.35418959689,B
3.4123891847,7.74578352123,W
5.78951994111,4.31202986846,B
5.00362527,0.653592426696,B
4.09984085565,5.77160740249,B
7.33238450321,6.56268441793,B
